Gene	OTU	phylum	class	genus
rplB	rplB_3240	Proteobacteria	Betaproteobacteria	Herminiimonas
rplB	rplB_3240	Proteobacteria	Betaproteobacteria	Collimonas
rplB	rplB_3240	Proteobacteria	Betaproteobacteria	Sideroxydans
rplB	rplB_3241	Proteobacteria	Deltaproteobacteria	Kofleriaceae
rplB	rplB_3241	Proteobacteria	Deltaproteobacteria	Polyangiaceae
rplB	rplB_3241	Proteobacteria	Deltaproteobacteria	Desulfatibacillum
rplB	rplB_3242	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_3242	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_3242	Firmicutes	Clostridia	Eubacterium
rplB	rplB_3243	Gemmatimonadetes	Gemmatimonadales	NA
rplB	rplB_3243	Firmicutes	Bacilli	Caldalkalibacillus
rplB	rplB_3243	Firmicutes	Bacilli	Desmospora
rplB	rplB_3244	Aquificae	Desulfurobacteriales	NA
rplB	rplB_3244	Aquificae	Desulfurobacteriales	NA
rplB	rplB_3244	Firmicutes	Clostridia	Syntrophothermus
rplB	rplB_3245	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_3245	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_3245	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_3246	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3246	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3246	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3247	Proteobacteria	Alphaproteobacteria	Phaeospirillum
rplB	rplB_3247	Proteobacteria	Alphaproteobacteria	Magnetospirillum
rplB	rplB_3247	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_3248	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_3248	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_3248	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_3249	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_3249	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_3249	Firmicutes	Clostridia	Pseudoramibacter
rplB	rplB_3250	Proteobacteria	Alphaproteobacteria	Phaeospirillum
rplB	rplB_3250	Proteobacteria	Alphaproteobacteria	Rhodospirillum
rplB	rplB_3250	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_3251	Actinobacteria	Actinobacteridae	Thermomonosporaceae
rplB	rplB_3251	Actinobacteria	Actinobacteridae	Streptomycetaceae
rplB	rplB_3251	Actinobacteria	Actinobacteridae	Actinomycetaceae
rplB	rplB_3252	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3252	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3252	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3253	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3253	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3253	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3254	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3254	Firmicutes	Bacilli	Alicyclobacillus
rplB	rplB_3254	Firmicutes	Bacilli	Alicyclobacillus
rplB	rplB_3255	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_3255	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_3255	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_3256	Proteobacteria	Betaproteobacteria	NA
rplB	rplB_3256	Proteobacteria	Betaproteobacteria	NA
rplB	rplB_3256	Proteobacteria	Betaproteobacteria	NA
rplB	rplB_3257	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_3257	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_3257	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_3258	Proteobacteria	Alphaproteobacteria	Erythrobacter
rplB	rplB_3258	Proteobacteria	Alphaproteobacteria	Sphingobium
rplB	rplB_3258	Proteobacteria	Alphaproteobacteria	Sphingomonas
rplB	rplB_3259	Actinobacteria	Actinobacteridae	Dermatophilaceae
rplB	rplB_3259	Actinobacteria	Actinobacteridae	Catenulisporaceae
rplB	rplB_3259	Actinobacteria	Actinobacteridae	Jonesiaceae
rplB	rplB_3260	Acidobacteria	Solibacteres	CandidatusSolibacter
rplB	rplB_3260	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3260	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3261	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_3261	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3261	Synergistetes	Synergistia	Thermovirga
rplB	rplB_3262	Firmicutes	Clostridia	Thermosediminibacter
rplB	rplB_3262	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_3262	Firmicutes	Clostridia	Tepidanaerobacter
rplB	rplB_3263	Proteobacteria	Alphaproteobacteria	Parvibaculum
rplB	rplB_3263	Proteobacteria	Alphaproteobacteria	Phaeospirillum
rplB	rplB_3263	Proteobacteria	Alphaproteobacteria	Rhodospirillum
rplB	rplB_3264	Actinobacteria	Actinobacteridae	Streptomycetaceae
rplB	rplB_3264	Actinobacteria	Actinobacteridae	Streptomycetaceae
rplB	rplB_3264	Actinobacteria	Actinobacteridae	Catenulisporaceae
rplB	rplB_3265	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3265	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3265	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3266	Acidobacteria	Solibacteres	CandidatusSolibacter
rplB	rplB_3266	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3266	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3267	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3267	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3267	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3268	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_3268	Firmicutes	Erysipelotrichia	NA
rplB	rplB_3268	Firmicutes	Erysipelotrichia	NA
rplB	rplB_3268	Firmicutes	Erysipelotrichia	NA
rplB	rplB_3269	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_3269	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_3269	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_3270	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_3270	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_3270	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_3271	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_3271	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3271	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3272	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3272	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3272	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3273	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_3273	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_3273	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_3274	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3274	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_3274	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3275	Firmicutes	Clostridia	Carboxydothermus
rplB	rplB_3275	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_3275	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3276	Actinobacteria	Actinobacteridae	Catenulisporaceae
rplB	rplB_3276	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_3276	Actinobacteria	Actinobacteridae	Frankiaceae
rplB	rplB_3277	Actinobacteria	Actinobacteridae	Mycobacteriaceae
rplB	rplB_3277	Actinobacteria	Actinobacteridae	Mycobacteriaceae
rplB	rplB_3277	Actinobacteria	Actinobacteridae	Mycobacteriaceae
rplB	rplB_3278	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_3278	Proteobacteria	Alphaproteobacteria	Parvibaculum
rplB	rplB_3278	Proteobacteria	Alphaproteobacteria	Phaeospirillum
rplB	rplB_3279	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_3279	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_3279	Actinobacteria	Actinobacteridae	Nocardiaceae
rplB	rplB_3280	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3280	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3280	Firmicutes	Clostridia	Thermosediminibacter
rplB	rplB_3281	Firmicutes	Clostridia	Thermincola
rplB	rplB_3281	Firmicutes	Negativicutes	Thermosinus
rplB	rplB_3281	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3282	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_3282	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_3282	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_3283	Proteobacteria	Alphaproteobacteria	Parvibaculum
rplB	rplB_3283	Proteobacteria	Alphaproteobacteria	Rhodobacter
rplB	rplB_3283	Proteobacteria	Alphaproteobacteria	Rhodobacter
rplB	rplB_3284	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_3284	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_3284	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_3285	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_3285	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3285	Firmicutes	Clostridia	Tepidanaerobacter
rplB	rplB_3286	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_3286	Proteobacteria	Alphaproteobacteria	Rhodospirillum
rplB	rplB_3286	Proteobacteria	Alphaproteobacteria	Nitrospirillum
rplB	rplB_3287	Proteobacteria	Alphaproteobacteria	Parvibaculum
rplB	rplB_3287	Proteobacteria	Alphaproteobacteria	Phenylobacterium
rplB	rplB_3287	Proteobacteria	Alphaproteobacteria	Oligotropha
rplB	rplB_3288	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_3288	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_3288	Firmicutes	Clostridia	Eubacterium
rplB	rplB_3289	Bacteroidetes	Sphingobacteriia	Solitalea
rplB	rplB_3289	Bacteroidetes	Bacteroidia	Alistipes
rplB	rplB_3289	Bacteroidetes	Sphingobacteriia	Haliscomenobacter
rplB	rplB_3290	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_3290	Actinobacteria	Actinobacteridae	Acidothermaceae
rplB	rplB_3290	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_3291	Proteobacteria	Alphaproteobacteria	Phenylobacterium
rplB	rplB_3291	Proteobacteria	Alphaproteobacteria	Caulobacter
rplB	rplB_3291	Proteobacteria	Alphaproteobacteria	Caulobacter
rplB	rplB_3292	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3292	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3292	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3293	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3293	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3293	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3294	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_3294	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_3294	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_3295	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3295	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3295	Synergistetes	Synergistia	Thermovirga
rplB	rplB_3296	Firmicutes	Negativicutes	Thermosinus
rplB	rplB_3296	Firmicutes	Clostridia	Thermincola
rplB	rplB_3296	Chloroflexi	Ktedonobacteria	Ktedonobacter
rplB	rplB_3297	Thermodesulfobacteria	Thermodesulfobacteriales	NA
rplB	rplB_3297	Firmicutes	Clostridia	Thermincola
rplB	rplB_3297	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3298	Proteobacteria	Alphaproteobacteria	Novosphingobium
rplB	rplB_3298	Proteobacteria	Alphaproteobacteria	Sphingomonas
rplB	rplB_3298	Proteobacteria	Alphaproteobacteria	Erythrobacter
rplB	rplB_3299	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_3299	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3299	Firmicutes	Clostridia	Pelotomaculum
rplB	rplB_3300	Actinobacteria	Actinobacteridae	Dermacoccaceae
rplB	rplB_3300	Actinobacteria	Actinobacteridae	Cellulomonadaceae
rplB	rplB_3300	Actinobacteria	Actinobacteridae	Jonesiaceae
rplB	rplB_3301	Actinobacteria	Actinobacteridae	Thermomonosporaceae
rplB	rplB_3301	Actinobacteria	Actinobacteridae	Streptomycetaceae
rplB	rplB_3301	Actinobacteria	Actinobacteridae	Cellulomonadaceae
rplB	rplB_3302	metagenomes	ecologicalmetagenomes	NA
rplB	rplB_3302	Firmicutes	Clostridia	Thermincola
rplB	rplB_3302	Firmicutes	Clostridia	Clostridium
rplB	rplB_3303	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3303	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3303	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3304	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_3304	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_3304	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3305	Firmicutes	Clostridia	Thermincola
rplB	rplB_3305	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3305	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3306	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3306	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3306	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3307	Firmicutes	Negativicutes	Thermosinus
rplB	rplB_3307	Firmicutes	Clostridia	Carboxydothermus
rplB	rplB_3307	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3308	metagenomes	ecologicalmetagenomes	NA
rplB	rplB_3308	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3308	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_3309	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3309	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3309	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3310	Firmicutes	Clostridia	Thermincola
rplB	rplB_3310	Firmicutes	Negativicutes	Thermosinus
rplB	rplB_3310	Firmicutes	Clostridia	Carboxydothermus
rplB	rplB_3311	Proteobacteria	Gammaproteobacteria	Pseudoxanthomonas
rplB	rplB_3311	Proteobacteria	Gammaproteobacteria	Pseudoxanthomonas
rplB	rplB_3311	Proteobacteria	Gammaproteobacteria	Xanthomonas
rplB	rplB_3312	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_3312	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_3312	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_3313	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3313	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3313	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3314	Actinobacteria	Acidimicrobidae	Acidimicrobiaceae
rplB	rplB_3314	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_3314	Actinobacteria	Actinobacteridae	Frankiaceae
rplB	rplB_3315	Chlorobi	Chlorobia	Chlorobium/Pelodictyongroup
rplB	rplB_3315	Ignavibacteriae	Ignavibacteria	Ignavibacterium
rplB	rplB_3315	Chlorobi	Chlorobia	Chlorobium/Pelodictyongroup
rplB	rplB_3316	Verrucomicrobia	Spartobacteria	NA
rplB	rplB_3316	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_3316	Thermotogae	Thermotogales	NA
rplB	rplB_3317	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3317	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3317	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3318	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3318	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3318	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3319	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_3319	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_3319	Firmicutes	Clostridia	Pseudoramibacter
rplB	rplB_3320	Firmicutes	Clostridia	Thermincola
rplB	rplB_3320	Chloroflexi	Chloroflexia	Chloroflexaceae
rplB	rplB_3320	Chloroflexi	Chloroflexia	Oscillochloridaceae
rplB	rplB_3321	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3321	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3321	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3322	Chloroflexi	Chloroflexia	Roseiflexaceae
rplB	rplB_3322	Firmicutes	Clostridia	Thermincola
rplB	rplB_3322	Firmicutes	Negativicutes	Thermosinus
rplB	rplB_3323	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3323	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3323	Proteobacteria	Betaproteobacteria	Thiobacillus
rplB	rplB_3324	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_3324	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_3324	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_3325	Firmicutes	Clostridia	Moorellagroup
rplB	rplB_3325	Firmicutes	Clostridia	Syntrophothermus
rplB	rplB_3325	Firmicutes	Clostridia	Moorellagroup
rplB	rplB_3326	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_3326	Firmicutes	Clostridia	Carboxydothermus
rplB	rplB_3326	Firmicutes	Clostridia	Thermosediminibacter
rplB	rplB_3327	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3327	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3327	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_3328	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_3328	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_3328	Firmicutes	Clostridia	Eubacterium
rplB	rplB_3329	Ignavibacteriae	Ignavibacteria	Ignavibacterium
rplB	rplB_3329	Chlorobi	Chlorobia	Chlorobium/Pelodictyongroup
rplB	rplB_3329	Firmicutes	Bacilli	Alicyclobacillus
rplB	rplB_3330	Actinobacteria	Actinobacteridae	Acidothermaceae
rplB	rplB_3330	Actinobacteria	Actinobacteridae	Cellulomonadaceae
rplB	rplB_3330	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_3331	Proteobacteria	Alphaproteobacteria	Methylocella
rplB	rplB_3331	Proteobacteria	Alphaproteobacteria	Beijerinckia
rplB	rplB_3331	Proteobacteria	Alphaproteobacteria	Methylocystis
rplB	rplB_3332	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_3332	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_3332	Firmicutes	Clostridia	Eubacterium
rplB	rplB_3333	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3333	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3333	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3334	Proteobacteria	Alphaproteobacteria	Phaeospirillum
rplB	rplB_3334	Proteobacteria	Alphaproteobacteria	Rhodospirillum
rplB	rplB_3334	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_3335	Proteobacteria	Betaproteobacteria	Sideroxydans
rplB	rplB_3335	Proteobacteria	Betaproteobacteria	Thiobacillus
rplB	rplB_3335	Proteobacteria	Betaproteobacteria	Burkholderia
rplB	rplB_3336	Actinobacteria	Actinobacteridae	Jonesiaceae
rplB	rplB_3336	Actinobacteria	Actinobacteridae	Cellulomonadaceae
rplB	rplB_3336	Actinobacteria	Actinobacteridae	Cellulomonadaceae
rplB	rplB_3337	Actinobacteria	Actinobacteridae	Thermomonosporaceae
rplB	rplB_3337	Actinobacteria	Actinobacteridae	Cellulomonadaceae
rplB	rplB_3337	Actinobacteria	Actinobacteridae	Actinomycetaceae
rplB	rplB_3338	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3338	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3338	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3339	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_3339	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3339	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3340	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3340	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3340	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3341	metagenomes	ecologicalmetagenomes	NA
rplB	rplB_3341	Firmicutes	Clostridia	Pelotomaculum
rplB	rplB_3341	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3342	Firmicutes	Clostridia	Thermosediminibacter
rplB	rplB_3342	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_3342	Firmicutes	Clostridia	Carboxydothermus
rplB	rplB_3343	Proteobacteria	Alphaproteobacteria	Phaeospirillum
rplB	rplB_3343	Proteobacteria	Alphaproteobacteria	Rhodospirillum
rplB	rplB_3343	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_3344	Chloroflexi	Chloroflexia	Roseiflexaceae
rplB	rplB_3344	Chloroflexi	Chloroflexia	Roseiflexaceae
rplB	rplB_3344	Chloroflexi	Chloroflexia	Herpetosiphon
rplB	rplB_3345	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3345	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3345	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3346	Proteobacteria	Betaproteobacteria	Burkholderia
rplB	rplB_3346	Proteobacteria	Betaproteobacteria	Burkholderia
rplB	rplB_3346	Proteobacteria	Betaproteobacteria	Burkholderia
rplB	rplB_3347	Proteobacteria	Deltaproteobacteria	Polyangiaceae
rplB	rplB_3347	Firmicutes	Clostridia	Thermosediminibacter
rplB	rplB_3347	Chloroflexi	Chloroflexia	Roseiflexaceae
rplB	rplB_3348	Firmicutes	Clostridia	Carboxydothermus
rplB	rplB_3348	metagenomes	ecologicalmetagenomes	NA
rplB	rplB_3348	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_3349	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_3349	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_3349	Actinobacteria	Actinobacteridae	Cellulomonadaceae
rplB	rplB_3350	Proteobacteria	Alphaproteobacteria	Phenylobacterium
rplB	rplB_3350	Proteobacteria	Alphaproteobacteria	Asticcacaulis
rplB	rplB_3350	Proteobacteria	Alphaproteobacteria	Caulobacter
rplB	rplB_3351	Actinobacteria	Actinobacteridae	Nocardiopsaceae
rplB	rplB_3351	Actinobacteria	Actinobacteridae	Thermomonosporaceae
rplB	rplB_3351	Actinobacteria	Actinobacteridae	Pseudonocardiaceae
rplB	rplB_3352	Firmicutes	Clostridia	Thermosediminibacter
rplB	rplB_3352	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_3352	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3353	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_3353	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_3353	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_3354	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_3354	Proteobacteria	Alphaproteobacteria	Parvibaculum
rplB	rplB_3354	Proteobacteria	Alphaproteobacteria	Rhodospirillum
rplB	rplB_3355	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3355	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3355	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3356	Proteobacteria	Alphaproteobacteria	Oligotropha
rplB	rplB_3356	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_3356	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_3357	Firmicutes	Clostridia	Thermincola
rplB	rplB_3357	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_3357	Firmicutes	Negativicutes	Thermosinus
rplB	rplB_3358	Proteobacteria	Alphaproteobacteria	Novosphingobium
rplB	rplB_3358	Proteobacteria	Alphaproteobacteria	Sphingobium
rplB	rplB_3358	Proteobacteria	Alphaproteobacteria	Sphingomonas
rplB	rplB_3359	Proteobacteria	Betaproteobacteria	Thiobacillus
rplB	rplB_3359	Proteobacteria	Betaproteobacteria	Burkholderia
rplB	rplB_3359	Proteobacteria	Betaproteobacteria	Methylovorus
rplB	rplB_3360	Proteobacteria	Alphaproteobacteria	Parvibaculum
rplB	rplB_3360	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_3360	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_3361	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_3361	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_3361	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_3362	Proteobacteria	Alphaproteobacteria	Methylocystis
rplB	rplB_3362	Proteobacteria	Alphaproteobacteria	Methylocella
rplB	rplB_3362	Proteobacteria	Alphaproteobacteria	Methylosinus
rplB	rplB_3363	Proteobacteria	Alphaproteobacteria	Phaeospirillum
rplB	rplB_3363	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_3363	Proteobacteria	Alphaproteobacteria	Parvibaculum
rplB	rplB_3364	Thermobaculum	NA	NA
rplB	rplB_3364	Firmicutes	Clostridia	Thermoanaerobacter
rplB	rplB_3364	Firmicutes	Clostridia	Caldicellulosiruptor
rplB	rplB_3365	Aquificae	Desulfurobacteriales	NA
rplB	rplB_3365	Aquificae	Desulfurobacteriales	NA
rplB	rplB_3365	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3366	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3366	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3366	Acidobacteria	Acidobacteriales	NA
rplB	rplB_3367	Verrucomicrobia	Verrucomicrobiae	Pedosphaera
rplB	rplB_3367	Firmicutes	Negativicutes	Thermosinus
rplB	rplB_3367	Aquificae	Desulfurobacteriales	NA
rplB	rplB_3368	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_3368	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_3368	Firmicutes	Clostridia	Eubacterium
rplB	rplB_3369	Gemmatimonadetes	Gemmatimonadales	NA
rplB	rplB_3369	Ignavibacteriae	Ignavibacteria	Ignavibacterium
rplB	rplB_3369	Thermotogae	Thermotogales	NA
rplB	rplB_3370	Proteobacteria	Betaproteobacteria	Methylobacillus
rplB	rplB_3370	Proteobacteria	Betaproteobacteria	Methylovorus
rplB	rplB_3370	Proteobacteria	Betaproteobacteria	Burkholderia
rplB	rplB_3371	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_3371	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3371	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_3372	Aquificae	Desulfurobacteriales	NA
