,Cen04,Cen17,Cen05,Cen06,Cen15,Cen07,Cen16,Cen10,Cen14,Cen13,Cen03,Cen12
OTU_0339,0,0,0,0,0,0,0,0,0,0,0,0.000458926112895824
OTU_0340,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0341,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0342,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0
OTU_0343,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0344,0,0,0,0,0,0,0,0,0,0.00445632798573975,0,0
OTU_0345,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0
OTU_0346,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0347,0,0,0,0,0.00127307447485678,0,0,0,0,0,0,0
OTU_0348,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0
OTU_0349,0,0,0,0,0,0,0,0,0.000528820729772607,0,0,0
OTU_0350,0,0,0,0,0,0,0,0,0.00158646218931782,0,0,0
OTU_0351,0,0,0,0,0.00318268618714195,0,0,0,0.000528820729772607,0,0,0
OTU_0352,0,0,0,0.00348128807658834,0,0,0,0,0,0,0,0
OTU_0353,0,0,0,0,0,0,0.00344644750795334,0,0,0,0,0
OTU_0354,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0355,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0356,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0357,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0358,0,0,0,0,0,0,0,0,0,0.0035650623885918,0,0
OTU_0359,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0360,0,0,0,0,0,0,0,0.000338180588434224,0,0,0,0
OTU_0361,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0
OTU_0362,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0363,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0364,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0365,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0366,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0367,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0368,0,0,0,0,0,0,0,0.000338180588434224,0,0,0,0
OTU_0369,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0370,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0371,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0372,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0373,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0374,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0375,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0376,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0377,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0
OTU_0378,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0379,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0380,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0
OTU_0381,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0382,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0
OTU_0383,0,0,0,0,0,0,0,0,0,0.00401069518716578,0,0
OTU_0384,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0385,0,0,0,0,0,0,0.00185577942735949,0,0,0,0,0
OTU_0386,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0387,0,0,0,0,0,0,0.017762460233298,0,0,0,0,0
OTU_0388,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0389,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0390,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0391,0,0,0,0,0,0.00198019801980198,0.000530222693531283,0,0,0,0,0
OTU_0392,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0393,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0394,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0395,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0396,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0397,0,0,0,0,0,0,0,0.000338180588434224,0,0,0,0
OTU_0398,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0
OTU_0399,0,0.00171526586620926,0,0,0,0,0.000795334040296925,0,0,0,0,0
OTU_0400,0,0,0,0.00174064403829417,0,0,0,0,0,0,0,0
OTU_0401,0,0,0,0.00174064403829417,0,0,0,0,0,0,0,0
OTU_0402,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0
OTU_0403,0,0,0,0,0,0,0,0,0,0.00222816399286988,0,0
OTU_0404,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0405,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0
OTU_0406,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0407,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0408,0,0,0,0,0,0,0,0,0,0,0,0.000458926112895824
OTU_0409,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0410,0,0,0,0,0,0,0,0.00101454176530267,0,0,0,0
OTU_0411,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0
OTU_0412,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0413,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0
OTU_0414,0,0,0,0,0,0,0.00132555673382821,0,0,0,0,0
OTU_0415,0,0,0,0,0,0,0,0,0,0,0,0.00137677833868747
OTU_0416,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0417,0,0,0,0,0,0,0,0.000338180588434224,0,0,0,0
OTU_0418,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0
OTU_0419,0,0,0.00392541707556428,0,0,0,0,0,0,0,0,0
OTU_0420,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0
OTU_0421,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0422,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0423,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0
OTU_0424,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0
OTU_0425,0,0,0,0,0,0,0.00132555673382821,0,0,0,0,0
OTU_0426,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0
OTU_0427,0,0,0,0,0,0,0,0,0,0.00222816399286988,0,0
OTU_0428,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0429,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0430,0,0,0,0,0,0,0,0,0,0.000445632798573975,0,0
OTU_0431,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0432,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0
OTU_0433,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0434,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0435,0,0,0,0,0,0,0,0,0,0.00222816399286988,0,0
OTU_0436,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0437,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0438,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0439,0,0,0,0,0.00381922342457034,0,0,0,0,0,0,0.00137677833868747
OTU_0440,0,0,0,0,0,0,0,0,0,0,0,0.0018357044515833
OTU_0441,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0442,0.00232828870779977,0,0,0,0,0,0,0,0,0,0,0
OTU_0443,0,0,0,0,0,0,0,0,0,0.000445632798573975,0,0
OTU_0444,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0445,0.00349243306169965,0,0,0,0,0,0,0,0,0,0,0
OTU_0446,0,0,0,0,0,0,0,0,0,0.00623885918003565,0,0
OTU_0447,0,0,0,0,0,0,0,0,0,0.0017825311942959,0,0
OTU_0448,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0449,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0
OTU_0450,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0
OTU_0451,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0452,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0453,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0
OTU_0454,0,0,0,0,0,0,0,0,0,0,0.00335289186923722,0
OTU_0455,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0456,0,0,0,0,0,0,0,0,0,0.0017825311942959,0,0
OTU_0457,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0458,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0459,0,0,0,0,0,0.00297029702970297,0,0,0,0,0,0
OTU_0460,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0461,0,0.0102915951972556,0,0,0,0,0,0,0,0,0,0
OTU_0462,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0463,0,0,0,0,0,0,0,0,0,0.00445632798573975,0,0
OTU_0464,0,0,0,0,0,0,0.00821845174973489,0,0,0,0,0
OTU_0465,0,0,0,0,0,0,0,0,0,0.000445632798573975,0,0
OTU_0466,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
